stop_id,stop_name,stop_lat,stop_lon
40156,Kyhna,51.511074,12.265876
40224,Sparrieshoop,53.781296,9.685207
40332,Kamen,51.585224,7.661
40503,Guben,51.959045,14.706189
40589,Lichtenthal,49.008762,13.246466
40681,Brehna,51.554382,12.221754
40706,Benneckenstein Klb_Sh 001 P1,51.65627,10.76067
40853,Weißwasser Schwerer Berg,51.48926,14.617692
41173,Grüneberg,52.868217,13.212619
41419,Nußberg-Schönau,49.07065,12.965009
41420,Bremen-Hemelingen,53.054573,8.886759
41435,Blankenberg(Sieg),50.768475,7.348499
41487,Glückstadt,53.788605,9.42832
41706,Kirschbaumwasen,48.623055,8.355684
41750,S+U Westhafen,52.53632,13.344298
41751,Frankfurt-Ginnheim,50.142998,8.64314
41834,Kißlegg,47.793533,9.881921
41846,"Europaplatz, Karlsruhe",49.01004,8.39414
41856,Myslowice,50.23779,19.1419
41857,Gengenbach,48.40466,8.010192
41903,Nidderau,50.230827,8.880233
41920,Gamburg(Tauber),49.698296,9.59558
42090,Blaibach(Oberpf),49.16403,12.807925
42162,Mühlheim am Inn,48.269737,13.220859
42199,Dortmund-Körne,51.51343,7.51537
42728,Sterzhausen,50.861553,8.708698
42854,"Chemnitz, Uhlestr",50.806274,12.911926
42887,Hochdahl,51.21883,6.944419
43033,Am Weinberg  Ri. Heinrich-Heine-Straße,51.307487,9.488085
43077,Bad Münder(Deister),52.178192,9.468062
43297,"Chemnitz, Technopark",50.81143,12.92408
43440,Germersheim Süd/Nolte,49.20834,8.373755
43743,Karlsburg,53.98245,13.609802
43893,S Wollankstr.,52.56533,13.392139
43956,Unterjesingen Mitte,48.52468,8.981736
43975,Petrovice nad Uhlavo,49.320583,13.179073
44007,Langenfeld(Rhld)-Berghausen,51.11751,6.923684
44032,Ludwigsfelde-Struveshof,52.317223,13.232082
44112,S Stresow,52.53193,13.209184
44173,Nossentin,53.521595,12.452177
44207,Nürnberg Nordost,49.473976,11.106115
44266,Wernigerode Wdh_Sr 007 P7,51.81696,10.72421
44365,Liberec,50.76095,15.045946
44386,Igel(Gr),49.713776,6.50721
44450,Fürth(Bay)Hbf,49.469707,10.989988
44458,Benneckenstein Bek_Klb 016 P16,51.66013,10.76516
44570,Ludwigshöhe,49.49957,11.248783
44600,Züssow,53.97388,13.548191
44737,Kahla(Thür),50.808926,11.589104
44739,Gronau(Westf),52.215107,7.022436
44802,Eschenbach(b Markt Erlbach),49.482235,10.671636
44854,Vöhrum,52.33543,10.168802
44907,Kötzschau,51.304462,12.123904
44933,Wiesthal,50.016956,9.440985
44946,München Rosenheimer Platz,48.12917,11.593049
45175,Arzberg(Oberfr),50.054634,12.197692
45403,Burgkemnitz,51.68882,12.407167
45517,Nürnberg Ost,49.46381,11.120885
45600,Pulling(b Freising),48.36339,11.707084
45622,Kattenvenne,52.113144,7.860109
45625,Zuzenhausen,49.297394,8.821439
45724,Beringen Bad Bf,47.694897,8.574616
45761,Bruchsal,49.124622,8.589649
45775,Imst-Pitztal,47.219074,10.76167
45829,Bullay(DB),50.05446,7.134584
45915,S Hennigsdorf Bhf,52.637486,13.206145
46001,Frankfurt(Oder),52.336517,14.545882
46003,Wilhelmsstraße/Stadtmuseum  von Scheidemannplatz,51.314255,9.489253
46099,Bittelbronn,48.444405,8.589439
46156,Zwenkau-Großdalzig,51.208263,12.271154
46166,Dernbach(Westerw),50.457226,7.783693
46225,Zeutern Ost,49.17909,8.703363
46307,Hedersleben-Wedderstedt,51.84469,11.250771
46325,Naila,50.329636,11.7122
46504,Porstendorf,50.976994,11.645489
46567,Brilon-Hoppecke,51.37806,8.640059
46610,Grenzach,47.5509,7.659506
